"1 _ 1",,,"2 _ 1",,,"3 _ 1",,,"4 _ 1",,
"Time","Force","Stroke","Time","Force","Stroke","Time","Force","Stroke","Time","Force","Stroke"
"sec","N","mm","sec","N","mm","sec","N","mm","sec","N","mm"
"32.29","2179.251","0.5381333","32.29","1751.343","0.5382","32.29","2133.558","0.5381","32.29","2426.162","0.5380667"
"32.3","2180.114","0.5383334","32.3","1752.257","0.5383667","32.3","2134.503","0.5382667","32.3","2427.086","0.5382333"
"32.31","2181.013","0.5385","32.31","1753.176","0.5385","32.31","2135.452","0.5384333","32.31","2428.021","0.5384"
"32.32","2181.954","0.5386667","32.32","1754.123","0.5386667","32.32","2136.377","0.5385666","32.32","2428.954","0.5386"
"32.33","2182.917","0.5388","32.33","1755.091","0.5388","32.33","2137.273","0.5387334","32.33","2429.879","0.5387667"
"32.34","2183.884","0.539","32.34","1756.057","0.5389667","32.34","2138.155","0.5389","32.34","2430.807","0.5389333"
"32.35","2184.851","0.5391667","32.35","1756.993","0.5391333","32.35","2139.024","0.5391","32.35","2431.758","0.5391"
"32.36","2185.811","0.5393333","32.36","1757.889","0.5393","32.36","2139.889","0.5392666","32.36","2432.741","0.5392666"
"32.37","2186.759","0.5395","32.37","1758.755","0.5394667","32.37","2140.764","0.5394","32.37","2433.743","0.5394"
"32.38","2187.695","0.5396667","32.38","1759.619","0.5396667","32.38","2141.672","0.5395667","32.38","2434.733","0.5395667"
"32.39","2188.629","0.5398334","32.39","1760.507","0.5398","32.39","2142.618","0.5397334","32.39","2435.698","0.5397667"
"32.4","2189.571","0.54","32.4","1761.43","0.5399667","32.4","2143.569","0.5399","32.4","2436.634","0.5399333"
"32.41","2190.518","0.5401667","32.41","1762.385","0.5401334","32.41","2144.489","0.5400667","32.41","2437.546","0.5401"
"32.42","2191.452","0.5403333","32.42","1763.354","0.5403","32.42","2145.371","0.5402333","32.42","2438.463","0.5402667"
"32.43","2192.372","0.5405","32.43","1764.317","0.5404667","32.43","2146.241","0.5404","32.43","2439.404","0.5404667"
"32.44","2193.299","0.5406667","32.44","1765.263","0.5406333","32.44","2147.125","0.5405667","32.44","2440.374","0.5406333"
"32.45","2194.243","0.5408","32.45","1766.194","0.5408334","32.45","2148.031","0.5407667","32.45","2441.363","0.5408"
"32.46","2195.187","0.5409333","32.46","1767.13","0.5410333","32.46","2148.959","0.5409","32.46","2442.374","0.5409667"
"32.47","2196.116","0.5411","32.47","1768.079","0.5412","32.47","2149.902","0.5410666","32.47","2443.391","0.5411333"
"32.48","2197.034","0.5413","32.48","1769.049","0.5413667","32.48","2150.852","0.5412334","32.48","2444.402","0.5413"
"32.49","2197.932","0.5414667","32.49","1770.057","0.5415","32.49","2151.798","0.5414","32.49","2445.398","0.5414333"
"32.5","2198.803","0.5416","32.5","1771.09","0.5416667","32.5","2152.725","0.5415667","32.5","2446.374","0.5416"
"32.51","2199.682","0.5418","32.51","1772.11","0.5418333","32.51","2153.629","0.5417333","32.51","2447.322","0.5417666"
"32.52","2200.602","0.5419667","32.52","1773.088","0.542","32.52","2154.528","0.5419","32.52","2448.238","0.5419334"
"32.53","2201.556","0.5421667","32.53","1774.025","0.5421667","32.53","2155.445","0.5420667","32.53","2449.131","0.5421"
"32.54","2202.52","0.5423334","32.54","1774.937","0.5423","32.54","2156.385","0.5422333","32.54","2450.016","0.5422667"
"32.55","2203.491","0.5425","32.55","1775.831","0.5425","32.55","2157.323","0.5423667","32.55","2450.91","0.5424333"
"32.56","2204.475","0.5426667","32.56","1776.715","0.5426334","32.56","2158.229","0.5426","32.56","2451.832","0.5426"
"32.57","2205.478","0.5428333","32.57","1777.6","0.5428","32.57","2159.107","0.5427667","32.57","2452.782","0.5427667"
"32.58","2206.492","0.543","32.58","1778.505","0.543","32.58","2159.996","0.5429333","32.58","2453.747","0.5429667"
"32.59","2207.494","0.5431667","32.59","1779.432","0.5431333","32.59","2160.928","0.5431333","32.59","2454.723","0.5431333"
"32.6","2208.473","0.5433334","32.6","1780.371","0.5433","32.6","2161.911","0.5432667","32.6","2455.71","0.5433"
"32.61","2209.433","0.5435","32.61","1781.308","0.5435","32.61","2162.92","0.5434334","32.61","2456.702","0.5434334"
"32.62","2210.379","0.5436667","32.62","1782.246","0.5436333","32.62","2163.922","0.5436","32.62","2457.694","0.5436333"
"32.63","2211.316","0.5438333","32.63","1783.203","0.5438333","32.63","2164.893","0.5437667","32.63","2458.684","0.5438"
"32.64","2212.247","0.5439667","32.64","1784.171","0.5439667","32.64","2165.825","0.5439","32.64","2459.665","0.5439333"
"32.65","2213.184","0.5441334","32.65","1785.135","0.5441667","32.65","2166.722","0.5440667","32.65","2460.636","0.5441"
"32.66","2214.123","0.5443333","32.66","1786.085","0.5443","32.66","2167.597","0.5442333","32.66","2461.592","0.5442667"
"32.67","2215.044","0.5445","32.67","1787.022","0.5445","32.67","2168.467","0.5444","32.67","2462.534","0.5444334"
"32.68","2215.947","0.5446666","32.68","1787.948","0.5446333","32.68","2169.339","0.5445333","32.68","2463.463","0.5446"
"32.69","2216.855","0.5448","32.69","1788.873","0.5448","32.69","2170.208","0.5447333","32.69","2464.38","0.5447667"
"32.7","2217.797","0.5449667","32.7","1789.803","0.5449667","32.7","2171.075","0.5449","32.7","2465.304","0.5449333"
"32.71","2218.761","0.5451334","32.71","1790.74","0.5451334","32.71","2171.948","0.5450667","32.71","2466.244","0.5451334"
"32.72","2219.716","0.5453","32.72","1791.677","0.5453","32.72","2172.83","0.5452334","32.72","2467.199","0.5453"
"32.73","2220.635","0.5455","32.73","1792.603","0.5454333","32.73","2173.733","0.5454333","32.73","2468.159","0.5454333"
"32.74","2221.541","0.5456333","32.74","1793.522","0.5456333","32.74","2174.667","0.5456","32.74","2469.128","0.5456"
"32.75","2222.47","0.5458","32.75","1794.442","0.5458","32.75","2175.624","0.5457667","32.75","2470.106","0.5458"
"32.76","2223.433","0.5459667","32.76","1795.355","0.5459667","32.76","2176.583","0.5459334","32.76","2471.084","0.5459667"
"32.77","2224.402","0.5461333","32.77","1796.258","0.5461333","32.77","2177.551","0.5461","32.77","2472.049","0.5461"
"32.78","2225.349","0.5463333","32.78","1797.17","0.5463","32.78","2178.531","0.5462667","32.78","2473.003","0.5462667"
"32.79","2226.274","0.5465","32.79","1798.112","0.5464666","32.79","2179.507","0.5464","32.79","2473.965","0.5464333"
"32.8","2227.209","0.5466667","32.8","1799.072","0.5466334","32.8","2180.456","0.5465667","32.8","2474.934","0.5466334"
"32.81","2228.173","0.5468333","32.81","1800.026","0.5468","32.81","2181.369","0.5467333","32.81","2475.897","0.5468"
"32.82","2229.152","0.547","32.82","1800.962","0.5469667","32.82","2182.252","0.5469","32.82","2476.85","0.5469667"
"32.83","2230.126","0.5471666","32.83","1801.886","0.5471666","32.83","2183.114","0.5470667","32.83","2477.805","0.5471333"
"32.84","2231.086","0.5473334","32.84","1802.816","0.5473334","32.84","2183.971","0.5472333","32.84","2478.768","0.5472667"
"32.85","2232.037","0.5474667","32.85","1803.767","0.5474667","32.85","2184.839","0.5474","32.85","2479.735","0.5474333"
"32.86","2232.993","0.5476333","32.86","1804.744","0.5476667","32.86","2185.726","0.5475667","32.86","2480.697","0.5475667"
"32.87","2233.942","0.5478","32.87","1805.736","0.5478333","32.87","2186.623","0.5477334","32.87","2481.646","0.5477334"
"32.88","2234.871","0.5479667","32.88","1806.719","0.5479667","32.88","2187.531","0.5479","32.88","2482.57","0.5479"
"32.89","2235.778","0.5481667","32.89","1807.67","0.5481333","32.89","2188.449","0.5480667","32.89","2483.47","0.5481"
"32.9","2236.684","0.5483333","32.9","1808.6","0.5483","32.9","2189.367","0.5482333","32.9","2484.361","0.5482666"
"32.91","2237.612","0.5485","32.91","1809.521","0.5484667","32.91","2190.271","0.5484334","32.91","2485.266","0.5484334"
"32.92","2238.567","0.5486333","32.92","1810.437","0.5486333","32.92","2191.163","0.5486","32.92","2486.204","0.5486"
"32.93","2239.537","0.5488","32.93","1811.342","0.5488333","32.93","2192.062","0.5487667","32.93","2487.172","0.5487667"
"32.94","2240.504","0.5489666","32.94","1812.245","0.549","32.94","2193","0.5489333","32.94","2488.158","0.5489"
"32.95","2241.445","0.5491334","32.95","1813.157","0.5491667","32.95","2193.986","0.5491","32.95","2489.141","0.5491"
"32.96","2242.366","0.5493333","32.96","1814.081","0.5493333","32.96","2194.992","0.5492333","32.96","2490.107","0.5492667"
"32.97","2243.288","0.5495","32.97","1815.021","0.5495","32.97","2195.969","0.5494","32.97","2491.051","0.5494334"
"32.98","2244.228","0.5496666","32.98","1815.981","0.5496666","32.98","2196.891","0.5495667","32.98","2491.988","0.5496"
"32.99","2245.187","0.5498334","32.99","1816.955","0.5498334","32.99","2197.768","0.5497333","32.99","2492.94","0.5497333"
"33","2246.159","0.55","33","1817.923","0.55","33","2198.619","0.5499","33","2493.916","0.5499"
"33.01","2247.14","0.5501667","33.01","1818.874","0.5501667","33.01","2199.468","0.5501","33.01","2494.899","0.5500666"
"33.02","2248.122","0.5503333","33.02","1819.805","0.5503333","33.02","2200.341","0.5502334","33.02","2495.857","0.5502667"
"33.03","2249.095","0.5505","33.03","1820.724","0.5505","33.03","2201.25","0.5504","33.03","2496.784","0.5504333"
"33.04","2250.059","0.5506667","33.04","1821.647","0.5506667","33.04","2202.178","0.5505667","33.04","2497.709","0.5505667"
"33.05","2251.014","0.5508333","33.05","1822.584","0.5508333","33.05","2203.107","0.5507666","33.05","2498.667","0.5507666"
"33.06","2251.946","0.551","33.06","1823.533","0.5509667","33.06","2204.027","0.5509667","33.06","2499.659","0.5509"
"33.07","2252.862","0.5511667","33.07","1824.47","0.5511333","33.07","2204.946","0.5511","33.07","2500.656","0.5511"
"33.08","2253.777","0.5513334","33.08","1825.377","0.5513","33.08","2205.89","0.5513","33.08","2501.631","0.5512667"
"33.09","2254.706","0.5515","33.09","1826.26","0.5514666","33.09","2206.875","0.5514333","33.09","2502.592","0.5514333"
"33.1","2255.647","0.5516334","33.1","1827.137","0.5516667","33.1","2207.875","0.5516","33.1","2503.563","0.5516"
"33.11","2256.589","0.5518333","33.11","1828.016","0.5518333","33.11","2208.848","0.5518","33.11","2504.544","0.5517667"
"33.12","2257.531","0.552","33.12","1828.913","0.552","33.12","2209.779","0.5519667","33.12","2505.529","0.5519333"
"33.13","2258.473","0.5521667","33.13","1829.841","0.5521667","33.13","2210.683","0.5521333","33.13","2506.517","0.5521"
"33.14","2259.415","0.5523334","33.14","1830.797","0.5523","33.14","2211.578","0.5523","33.14","2507.506","0.5522667"
"33.15","2260.365","0.5524667","33.15","1831.757","0.5524667","33.15","2212.485","0.5524333","33.15","2508.482","0.5524333"
"33.16","2261.325","0.5526333","33.16","1832.697","0.5526667","33.16","2213.404","0.5526","33.16","2509.433","0.5526333"
"33.17","2262.284","0.5528","33.17","1833.615","0.5528333","33.17","2214.325","0.5527667","33.17","2510.374","0.5528"
"33.18","2263.219","0.5529667","33.18","1834.522","0.553","33.18","2215.228","0.5529333","33.18","2511.328","0.5529667"
"33.19","2264.114","0.5531334","33.19","1835.444","0.5531334","33.19","2216.109","0.5531","33.19","2512.31","0.5531"
"33.2","2264.988","0.5533","33.2","1836.394","0.5533","33.2","2216.989","0.5532666","33.2","2513.316","0.5533"
"33.21","2265.878","0.5534667","33.21","1837.354","0.5534667","33.21","2217.886","0.5534334","33.21","2514.326","0.5534334"
"33.22","2266.796","0.5536333","33.22","1838.303","0.5536333","33.22","2218.791","0.5535667","33.22","2515.309","0.5536"
"33.23","2267.745","0.5538","33.23","1839.226","0.5538","33.23","2219.684","0.5537333","33.23","2516.257","0.5537333"
"33.24","2268.708","0.5539667","33.24","1840.115","0.5539667","33.24","2220.562","0.5539","33.24","2517.187","0.5539"
"33.25","2269.665","0.5541334","33.25","1840.986","0.5541334","33.25","2221.433","0.5540667","33.25","2518.109","0.5540667"
"33.26","2270.613","0.5543","33.26","1841.878","0.5543","33.26","2222.306","0.5542333","33.26","2519.015","0.5542333"
"33.27","2271.556","0.5544667","33.27","1842.815","0.5545","33.27","2223.187","0.5543666","33.27","2519.9","0.5544333"
"33.28","2272.5","0.5546333","33.28","1843.782","0.5546333","33.28","2224.074","0.5545334","33.28","2520.785","0.5546"
"33.29","2273.445","0.5548","33.29","1844.757","0.5548334","33.29","2224.962","0.5547","33.29","2521.696","0.5547667"
"33.3","2274.385","0.5549667","33.3","1845.73","0.555","33.3","2225.846","0.5549","33.3","2522.643","0.5549334"
"33.31","2275.323","0.5551333","33.31","1846.704","0.5551667","33.31","2226.723","0.5550666","33.31","2523.626","0.5551"
"33.32","2276.271","0.5552667","33.32","1847.668","0.5553333","33.32","2227.604","0.5552334","33.32","2524.632","0.5552334"
"33.33","2277.23","0.5554667","33.33","1848.624","0.5555","33.33","2228.506","0.5554333","33.33","2525.629","0.5554"
"33.34","2278.181","0.5556","33.34","1849.577","0.5556667","33.34","2229.439","0.5556","33.34","2526.598","0.5555667"
"33.35","2279.106","0.5558","33.35","1850.528","0.5558333","33.35","2230.399","0.5558","33.35","2527.541","0.5557333"
"33.36","2280.014","0.5559667","33.36","1851.474","0.556","33.36","2231.383","0.5559334","33.36","2528.463","0.5559"
"33.37","2280.93","0.5561333","33.37","1852.418","0.5561666","33.37","2232.394","0.5561","33.37","2529.37","0.5560667"
"33.38","2281.865","0.5563","33.38","1853.369","0.5563334","33.38","2233.417","0.5562667","33.38","2530.273","0.5562667"
"33.39","2282.819","0.5564667","33.39","1854.32","0.5565","33.39","2234.425","0.5564333","33.39","2531.184","0.5564333"
"33.4","2283.779","0.5566334","33.4","1855.266","0.5566667","33.4","2235.391","0.5565667","33.4","2532.115","0.5566"
"33.41","2284.746","0.5568","33.41","1856.202","0.5568","33.41","2236.313","0.5567333","33.41","2533.09","0.5567667"
"33.42","2285.717","0.5569667","33.42","1857.129","0.5569667","33.42","2237.202","0.5569333","33.42","2534.12","0.5569667"
"33.43","2286.693","0.5571333","33.43","1858.052","0.5571333","33.43","2238.068","0.5571","33.43","2535.173","0.5571333"
"33.44","2287.667","0.5573","33.44","1858.965","0.5573","33.44","2238.925","0.5572667","33.44","2536.206","0.5573"
"33.45","2288.632","0.5574667","33.45","1859.86","0.5574667","33.45","2239.798","0.5574334","33.45","2537.208","0.5574667"
"33.46","2289.589","0.5576333","33.46","1860.749","0.5576667","33.46","2240.707","0.5575667","33.46","2538.201","0.5576333"
"33.47","2290.549","0.5578","33.47","1861.653","0.5578333","33.47","2241.647","0.5577334","33.47","2539.202","0.5577667"
"33.48","2291.523","0.5579666","33.48","1862.583","0.5579666","33.48","2242.595","0.5579","33.48","2540.209","0.5579333"
"33.49","2292.495","0.5581334","33.49","1863.542","0.5581334","33.49","2243.531","0.5581","33.49","2541.206","0.5581"
"33.5","2293.452","0.5583","33.5","1864.517","0.5583","33.5","2244.443","0.5582333","33.5","2542.168","0.5582667"
"33.51","2294.402","0.5584667","33.51","1865.486","0.5584667","33.51","2245.34","0.5584334","33.51","2543.091","0.5584334"
"33.52","2295.361","0.5586333","33.52","1866.437","0.5586333","33.52","2246.239","0.5585667","33.52","2543.999","0.5586"
"33.53","2296.331","0.5588","33.53","1867.363","0.5588","33.53","2247.156","0.5587333","33.53","2544.915","0.5587667"
"33.54","2297.297","0.5589667","33.54","1868.277","0.5589667","33.54","2248.089","0.5589","33.54","2545.849","0.5589333"
"33.55","2298.256","0.5591334","33.55","1869.183","0.5591334","33.55","2249.019","0.5591","33.55","2546.796","0.5591"
"33.56","2299.206","0.5593","33.56","1870.084","0.5593","33.56","2249.936","0.5592667","33.56","2547.748","0.5593"
"33.57","2300.15","0.5594667","33.57","1870.989","0.5594667","33.57","2250.852","0.5594333","33.57","2548.696","0.5594667"
"33.58","2301.091","0.5596333","33.58","1871.917","0.5596333","33.58","2251.786","0.5595667","33.58","2549.64","0.5596"
"33.59","2302.035","0.5598","33.59","1872.869","0.5598","33.59","2252.738","0.5597667","33.59","2550.588","0.5597667"
"33.6","2302.979","0.5599667","33.6","1873.827","0.56","33.6","2253.684","0.5599334","33.6","2551.554","0.5599334"
"33.61","2303.918","0.5601333","33.61","1874.781","0.5601333","33.61","2254.61","0.5601","33.61","2552.528","0.5601"
"33.62","2304.852","0.5603","33.62","1875.726","0.5603","33.62","2255.519","0.5602334","33.62","2553.483","0.5602667"
"33.63","2305.792","0.5604666","33.63","1876.666","0.5604666","33.63","2256.421","0.5604","33.63","2554.416","0.5604333"
"33.64","2306.748","0.5606334","33.64","1877.604","0.5606334","33.64","2257.327","0.5605667","33.64","2555.347","0.5606"
"33.65","2307.71","0.5608","33.65","1878.54","0.5608","33.65","2258.235","0.5607333","33.65","2556.296","0.5607667"
"33.66","2308.658","0.5609334","33.66","1879.472","0.5609667","33.66","2259.132","0.5609","33.66","2557.261","0.5609334"
"33.67","2309.584","0.5611","33.67","1880.4","0.5611333","33.67","2260.015","0.5610667","33.67","2558.224","0.5611"
"33.68","2310.495","0.5612667","33.68","1881.321","0.5613","33.68","2260.902","0.5612333","33.68","2559.181","0.5612667"
"33.69","2311.401","0.5614667","33.69","1882.242","0.5614667","33.69","2261.809","0.5614","33.69","2560.132","0.5614"
"33.7","2312.303","0.5616333","33.7","1883.175","0.5616333","33.7","2262.725","0.5615667","33.7","2561.081","0.5615667"
"33.71","2313.214","0.5618","33.71","1884.117","0.5618","33.71","2263.635","0.5617667","33.71","2562.027","0.5617334"
"33.72","2314.153","0.562","33.72","1885.063","0.5619667","33.72","2264.545","0.5619333","33.72","2562.969","0.5619"
"33.73","2315.127","0.5621333","33.73","1886","0.5621667","33.73","2265.472","0.5621","33.73","2563.899","0.5620667"
"33.74","2316.128","0.5623","33.74","1886.924","0.5623333","33.74","2266.42","0.5622666","33.74","2564.816","0.5622333"
"33.75","2317.136","0.5625","33.75","1887.838","0.5625","33.75","2267.374","0.5624334","33.75","2565.733","0.5624334"
"33.76","2318.133","0.5626667","33.76","1888.754","0.5626333","33.76","2268.324","0.5626","33.76","2566.659","0.5625667"
"33.77","2319.109","0.5628","33.77","1889.694","0.5628334","33.77","2269.276","0.5627667","33.77","2567.602","0.5627334"
"33.78","2320.068","0.563","33.78","1890.654","0.563","33.78","2270.225","0.5629333","33.78","2568.567","0.5629"
"33.79","2321.025","0.5631667","33.79","1891.616","0.5631667","33.79","2271.171","0.5631","33.79","2569.548","0.5630667"
"33.8","2321.979","0.5633","33.8","1892.568","0.5633333","33.8","2272.113","0.5632667","33.8","2570.533","0.5632333"
"33.81","2322.925","0.5634667","33.81","1893.509","0.5635","33.81","2273.049","0.5634333","33.81","2571.502","0.5634333"
"33.82","2323.862","0.5636667","33.82","1894.451","0.5636667","33.82","2273.977","0.5636333","33.82","2572.447","0.5636"
"33.83","2324.795","0.5638334","33.83","1895.397","0.5638334","33.83","2274.906","0.5638","33.83","2573.381","0.5637333"
"33.84","2325.729","0.5639667","33.84","1896.336","0.564","33.84","2275.848","0.5639333","33.84","2574.341","0.5639"
"33.85","2326.67","0.5641333","33.85","1897.262","0.5641667","33.85","2276.801","0.5641","33.85","2575.331","0.5641"
"33.86","2327.619","0.5643","33.86","1898.177","0.5643333","33.86","2277.757","0.5642667","33.86","2576.332","0.5642667"
"33.87","2328.563","0.5644667","33.87","1899.091","0.5645","33.87","2278.698","0.5644333","33.87","2577.318","0.5644667"
"33.88","2329.49","0.5646333","33.88","1900.005","0.5646333","33.88","2279.617","0.5646","33.88","2578.289","0.5646"
"33.89","2330.399","0.5648333","33.89","1900.922","0.5648","33.89","2280.51","0.5647666","33.89","2579.277","0.5647666"
"33.9","2331.312","0.565","33.9","1901.848","0.5649667","33.9","2281.391","0.5649334","33.9","2580.299","0.5649667"
"33.91","2332.244","0.5651667","33.91","1902.775","0.5651333","33.91","2282.276","0.5651","33.91","2581.334","0.5651"
"33.92","2333.206","0.5653334","33.92","1903.687","0.5653","33.92","2283.172","0.5652667","33.92","2582.344","0.5652667"
"33.93","2334.189","0.5655","33.93","1904.585","0.5655","33.93","2284.086","0.5654333","33.93","2583.314","0.5654"
"33.94","2335.178","0.5656667","33.94","1905.482","0.5656667","33.94","2285.013","0.5656","33.94","2584.253","0.5655667"
"33.95","2336.14","0.5658333","33.95","1906.389","0.5658333","33.95","2285.939","0.5657667","33.95","2585.169","0.5657333"
"33.96","2337.066","0.566","33.96","1907.312","0.566","33.96","2286.849","0.5659333","33.96","2586.062","0.5659"
"33.97","2337.974","0.5661333","33.97","1908.255","0.5661333","33.97","2287.747","0.5661","33.97","2586.944","0.5660667"
"33.98","2338.889","0.5663334","33.98","1909.215","0.5663","33.98","2288.651","0.5662667","33.98","2587.846","0.5662333"
"33.99","2339.818","0.5665","33.99","1910.16","0.5664667","33.99","2289.564","0.5664333","33.99","2588.788","0.5664333"
"34","2340.753","0.5666667","34","1911.073","0.5666333","34","2290.482","0.5666","34","2589.758","0.5666"
"34.01","2341.687","0.5668","34.01","1911.957","0.5668","34.01","2291.4","0.5667667","34.01","2590.737","0.5667667"
"34.02","2342.63","0.567","34.02","1912.839","0.5669667","34.02","2292.321","0.5669333","34.02","2591.714","0.5669333"
"34.03","2343.574","0.5671667","34.03","1913.745","0.5671334","34.03","2293.25","0.5670667","34.03","2592.703","0.5671"
"34.04","2344.504","0.5673","34.04","1914.678","0.5673","34.04","2294.187","0.5672333","34.04","2593.713","0.5673"
"34.05","2345.417","0.5674667","34.05","1915.612","0.5674667","34.05","2295.126","0.5674","34.05","2594.729","0.5674667"
"34.06","2346.329","0.5676666","34.06","1916.532","0.5676333","34.06","2296.052","0.5676","34.06","2595.723","0.5676333"
"34.07","2347.243","0.5678334","34.07","1917.45","0.5678","34.07","2296.96","0.5677667","34.07","2596.693","0.5678"
"34.08","2348.155","0.568","34.08","1918.375","0.5679333","34.08","2297.861","0.5679333","34.08","2597.66","0.5679667"
"34.09","2349.076","0.5681667","34.09","1919.306","0.5681","34.09","2298.783","0.5681","34.09","2598.644","0.5681"
"34.1","2350.029","0.5683333","34.1","1920.242","0.5682667","34.1","2299.745","0.5682667","34.1","2599.637","0.5682667"
"34.11","2351.017","0.5684667","34.11","1921.171","0.5684667","34.11","2300.739","0.5684333","34.11","2600.617","0.5684333"
"34.12","2352.01","0.5686333","34.12","1922.076","0.5686333","34.12","2301.738","0.5686","34.12","2601.579","0.5686"
"34.13","2352.967","0.5688","34.13","1922.967","0.5688","34.13","2302.712","0.5687667","34.13","2602.528","0.5687333"
"34.14","2353.874","0.5689667","34.14","1923.889","0.5689667","34.14","2303.646","0.5689","34.14","2603.459","0.5689"
"34.15","2354.745","0.5691333","34.15","1924.862","0.5691333","34.15","2304.548","0.5690666","34.15","2604.372","0.5690666"
"34.16","2355.611","0.5693","34.16","1925.863","0.5693","34.16","2305.446","0.5692334","34.16","2605.271","0.5692334"
"34.17","2356.493","0.5694667","34.17","1926.858","0.5694667","34.17","2306.356","0.5694","34.17","2606.166","0.5694"
"34.18","2357.389","0.5696","34.18","1927.821","0.5696334","34.18","2307.277","0.5695667","34.18","2607.069","0.5696"
"34.19","2358.303","0.5698","34.19","1928.75","0.5698","34.19","2308.2","0.5697667","34.19","2608","0.5697667"
"34.2","2359.227","0.5699667","34.2","1929.653","0.5699667","34.2","2309.13","0.5699334","34.2","2608.964","0.5699667"
"34.21","2360.148","0.5701333","34.21","1930.563","0.5701333","34.21","2310.077","0.5701","34.21","2609.95","0.5701333"
"34.22","2361.07","0.5703334","34.22","1931.504","0.5703","34.22","2311.048","0.5702667","34.22","2610.948","0.5702667"
"34.23","2362.018","0.5705","34.23","1932.472","0.5704667","34.23","2312.036","0.5704333","34.23","2611.964","0.5704667"
"34.24","2363.008","0.5706334","34.24","1933.444","0.5706334","34.24","2313.023","0.5706","34.24","2612.999","0.5706334"
"34.25","2364.022","0.5708","34.25","1934.394","0.5708","34.25","2313.997","0.5707667","34.25","2614.021","0.5707667"
"34.26","2365.018","0.571","34.26","1935.322","0.571","34.26","2314.953","0.5709","34.26","2615.011","0.5709667"
"34.27","2365.979","0.5711667","34.27","1936.239","0.5711333","34.27","2315.895","0.5711","34.27","2615.98","0.5711333"
"34.28","2366.916","0.5713333","34.28","1937.174","0.5713","34.28","2316.829","0.5712333","34.28","2616.944","0.5713"
"34.29","2367.851","0.5714667","34.29","1938.139","0.5714334","34.29","2317.759","0.5714334","34.29","2617.898","0.5714667"
"34.3","2368.797","0.5716333","34.3","1939.112","0.5716","34.3","2318.688","0.5716","34.3","2618.84","0.5716333"
"34.31","2369.753","0.5718","34.31","1940.064","0.5717667","34.31","2319.614","0.5717667","34.31","2619.784","0.5718"
"34.32","2370.706","0.5719666","34.32","1940.973","0.5719333","34.32","2320.546","0.5719","34.32","2620.744","0.5719666"
"34.33","2371.639","0.5721334","34.33","1941.844","0.5721","34.33","2321.49","0.5720667","34.33","2621.715","0.5721334"
"34.34","2372.547","0.5722667","34.34","1942.71","0.5722667","34.34","2322.448","0.5722333","34.34","2622.683","0.5723"
"34.35","2373.443","0.5724667","34.35","1943.603","0.5724667","34.35","2323.397","0.5724","34.35","2623.649","0.5725"
"34.36","2374.341","0.5726333","34.36","1944.516","0.5726333","34.36","2324.321","0.5725667","34.36","2624.624","0.5726333"
"34.37","2375.241","0.5728","34.37","1945.441","0.5728","34.37","2325.23","0.5727333","34.37","2625.608","0.5728"
"34.38","2376.142","0.5729667","34.38","1946.378","0.5729667","34.38","2326.141","0.5729","34.38","2626.593","0.5729667"
"34.39","2377.056","0.5731333","34.39","1947.335","0.5731333","34.39","2327.061","0.5730667","34.39","2627.566","0.5731"
"34.4","2378","0.5733","34.4","1948.296","0.5733","34.4","2327.991","0.5732334","34.4","2628.523","0.5732667"
"34.41","2378.969","0.5735","34.41","1949.243","0.5734667","34.41","2328.932","0.5734","34.41","2629.468","0.5734333"
"34.42","2379.948","0.5736667","34.42","1950.175","0.5736","34.42","2329.877","0.5735667","34.42","2630.395","0.5736"
"34.43","2380.928","0.5738333","34.43","1951.105","0.5737666","34.43","2330.827","0.5737333","34.43","2631.305","0.5737666"
"34.44","2381.916","0.574","34.44","1952.036","0.5739667","34.44","2331.779","0.5739","34.44","2632.215","0.5739334"
"34.45","2382.909","0.5741333","34.45","1952.963","0.5741333","34.45","2332.731","0.5740667","34.45","2633.141","0.5741"
"34.46","2383.889","0.5743","34.46","1953.878","0.5743","34.46","2333.682","0.5742334","34.46","2634.088","0.5742667"
"34.47","2384.839","0.5744666","34.47","1954.801","0.5744666","34.47","2334.638","0.5744333","34.47","2635.04","0.5744333"
"34.48","2385.765","0.5746334","34.48","1955.75","0.5746","34.48","2335.593","0.5746","34.48","2635.99","0.5746"
"34.49","2386.673","0.5748","34.49","1956.714","0.5747667","34.49","2336.54","0.5747667","34.49","2636.937","0.5747667"
"34.5","2387.575","0.5749667","34.5","1957.658","0.5749667","34.5","2337.493","0.5749","34.5","2637.878","0.5749334"
"34.51","2388.471","0.5751333","34.51","1958.574","0.5751333","34.51","2338.465","0.5750667","34.51","2638.807","0.5750667"
"34.52","2389.365","0.5753","34.52","1959.485","0.5753","34.52","2339.455","0.5752333","34.52","2639.74","0.5752333"
"34.53","2390.261","0.5755","34.53","1960.41","0.5754333","34.53","2340.435","0.5754","34.53","2640.688","0.5754333"
"34.54","2391.166","0.5756667","34.54","1961.35","0.5756333","34.54","2341.389","0.5755666","34.54","2641.639","0.5756"
"34.55","2392.087","0.5758333","34.55","1962.297","0.5758","34.55","2342.312","0.5757334","34.55","2642.582","0.5757334"
"34.56","2393.033","0.576","34.56","1963.243","0.5759667","34.56","2343.221","0.5759333","34.56","2643.529","0.5759333"
"34.57","2394.007","0.5761667","34.57","1964.18","0.5761667","34.57","2344.139","0.5761","34.57","2644.491","0.5760667"
